applicant_id,is_credible,credit_score,experience_years,criminal_record
1359,1,893,3,0
1360,1,821,1,0
1361,1,213,2,0
1362,1,810,3,0
1363,1,185,6,0
1364,1,256,10,0
1365,1,516,10,0
1366,1,586,1,0
1367,1,396,9,0
1368,1,234,1,0
1369,1,769,5,0
1370,1,801,10,1
1371,1,816,6,0
1372,1,517,5,0
1373,1,357,1,0
1374,1,709,2,0
1375,0,883,8,0
1376,1,136,6,0
1377,1,427,4,0
1378,1,914,9,0
1379,1,833,7,0
1380,1,663,9,0
1381,1,541,7,0
1382,1,151,2,0
1383,1,600,4,0
1384,0,780,3,1
1385,0,417,4,0
1386,1,388,9,0
1387,1,606,3,0
1388,0,144,7,0
1389,1,533,8,0
1390,1,321,5,0
1391,1,647,7,0
1392,1,936,6,0
1393,1,1000,6,0
1394,1,899,10,0
1395,1,222,4,0
1396,1,581,8,0
1397,1,984,4,0
1398,1,764,4,0
1399,1,990,2,0
1400,1,268,2,1
1401,1,123,8,0
1402,1,105,1,0
1403,1,871,7,0
1404,1,250,8,1
1405,1,310,2,0
1406,1,959,10,0
1407,1,927,10,0
1408,1,206,8,0
1409,1,986,9,0
1410,1,101,9,0
1411,1,536,3,1
1412,1,606,2,0
1413,1,680,10,0
1414,1,590,7,0
1415,1,804,3,0
1416,1,700,5,0
1417,1,752,1,0
1418,1,308,2,0
1419,1,458,6,0
1420,1,771,1,0
1421,1,890,6,0
1422,1,428,6,0
1423,1,435,8,0
1424,1,749,9,0
1425,1,235,3,0
1426,1,825,3,0
1427,1,594,5,0
1428,0,139,6,0
1429,1,338,10,0
1430,0,152,9,0
1431,1,205,5,0
1432,1,139,9,0
1433,1,240,1,0
1434,1,256,4,0
1435,1,289,2,0
1436,1,503,6,0
1437,1,774,4,0
1438,1,547,6,0
1439,1,532,1,0
1440,0,611,5,0
1441,1,964,7,0
1442,1,435,4,0
1443,1,493,1,0
1444,1,728,9,0
1445,1,363,6,0
1446,1,688,5,0
1447,1,238,10,0
1448,1,457,8,1
1449,1,418,7,0
1450,1,535,2,0
1451,1,938,4,0
1452,1,392,1,0
1453,1,631,8,0
1454,1,530,3,0
1455,1,894,3,0
1456,1,692,6,0
1457,1,696,9,0
1458,1,862,8,0
1459,1,520,8,0
1460,1,929,9,0
1461,1,189,7,1
1462,1,200,5,0
1463,1,565,2,0
1464,1,104,3,0
1465,1,886,1,0
1466,1,713,1,0
1467,1,918,7,0
1468,1,899,8,0
1469,1,897,9,0
1470,1,260,7,0
1471,1,804,7,0
1472,1,999,10,0
1473,1,489,2,0
1474,1,200,1,0
1475,1,813,9,0
1476,1,513,3,0
1477,1,760,10,1
1478,1,192,8,0
1479,1,885,5,1
1480,1,378,2,0
1481,1,918,7,0
1482,1,856,9,0
1483,1,847,2,0
1484,1,285,7,0
1485,1,730,7,0
1486,1,638,7,0
1487,1,418,5,0
1488,1,196,4,0
1489,1,899,8,1
1490,1,645,2,0
1491,1,624,2,0
1492,0,463,6,0
1493,1,779,3,0
1494,1,333,1,0
1495,1,580,5,0
1496,1,270,4,0
1497,0,173,2,1
1498,1,634,8,0
1499,1,112,10,0
1500,1,385,2,0
1501,1,815,3,0
1502,1,411,1,0
1503,1,396,6,0
1504,1,572,8,0
1505,1,700,5,0
1506,1,424,9,1
1507,1,269,1,0
1508,1,638,10,0
1509,1,700,1,0
1510,0,880,3,0
1511,1,629,6,0
1512,1,635,6,0
1513,1,165,10,0
1514,1,538,3,1
1515,1,557,5,0
1516,1,917,10,0
1517,1,765,10,1
1518,1,503,2,0
1519,1,529,7,0
1520,1,807,4,0
1521,1,718,8,0
1522,1,790,1,0
1523,1,165,9,0
1524,1,374,8,0
1525,1,320,6,0
1526,1,739,3,0
1527,1,335,6,0
1528,0,330,6,0
1529,1,905,4,0
1530,1,275,1,0
1531,0,261,4,0
1532,0,793,1,0
1533,1,454,9,0
1534,1,519,3,0
1535,1,271,7,0
1536,1,797,8,0
1537,0,475,6,0
1538,1,257,8,0
1539,1,352,7,1
1540,1,778,4,0
1541,1,619,2,0
1542,1,532,8,0
1543,1,173,9,0
1544,1,433,3,0
1545,1,575,3,0
1546,1,765,4,0
1547,1,262,5,1
1548,1,337,8,0
1549,1,370,8,0
1550,1,867,9,0
1551,1,307,6,0
1552,1,906,1,0
1553,1,543,7,0
1554,1,213,1,0
1555,0,466,7,0
1556,1,679,1,0
1557,1,175,4,1
1558,1,536,9,0
1559,1,886,10,1
1560,1,385,1,0
1561,1,884,10,0
1562,1,109,10,0
1563,1,407,7,0
1564,1,957,4,0
1565,1,919,10,0
1566,1,354,2,0
1567,1,592,3,0
1568,1,968,7,0
1569,0,838,9,0
1570,1,893,4,0
1571,1,406,6,0
1572,1,184,5,0
1573,1,894,9,1
1574,0,349,10,1
1575,1,421,2,1
1576,1,817,2,0
1577,0,667,10,0
1578,1,336,1,0
1579,1,593,1,1
1580,1,843,10,0
1581,1,178,3,1
1582,1,698,9,0
1583,1,407,5,1
1584,1,886,9,1
1585,1,284,2,0
1586,1,500,5,0
1587,1,160,4,0
1588,1,213,8,1
1589,1,698,2,0
1590,1,460,8,0
1591,1,356,4,0
1592,1,771,7,0
1593,0,388,2,0
1594,1,360,9,0
1595,1,199,10,0
1596,1,185,4,1
1597,1,793,9,0
1598,1,734,3,0
1599,1,962,3,0
1600,1,139,4,0
1601,1,332,8,0
1602,1,653,4,0
1603,1,415,5,0
1604,1,251,7,0
1605,1,548,2,0
1606,0,984,2,0
1607,1,304,7,0
1608,1,200,8,0
1609,1,905,7,1
1610,1,639,10,0
1611,1,837,10,0
1612,1,545,1,0
1613,1,925,5,0
1614,1,379,1,0
1615,1,617,3,0
1616,0,747,3,0
1617,1,156,2,0
1618,1,566,4,0
1619,1,128,7,1
1620,1,784,9,1
1621,1,128,1,0
1622,1,434,5,0
1623,1,115,2,0
1624,1,320,2,0
1625,1,223,8,0
1626,1,787,7,0
1627,1,643,4,0
1628,1,252,1,0
1629,1,112,4,0
1630,1,338,2,0
1631,0,375,10,1
1632,1,539,4,0
1633,1,360,10,0
1634,1,963,9,0
1635,1,198,10,0
1636,1,384,2,0
1637,1,617,6,0
1638,0,838,6,0
1639,1,428,2,1
1640,1,193,7,0
1641,1,869,8,0
1642,1,181,6,0
1643,1,143,4,1
1644,1,220,9,0
1645,1,242,1,0
1646,1,900,4,0
1647,1,433,8,0
1648,1,970,9,0
1649,1,978,2,0
1650,1,529,2,0
1651,1,681,2,0
1652,1,621,10,0
1653,1,320,6,0
1654,1,725,8,0
1655,1,647,8,0
1656,1,644,5,0
1657,1,649,1,0
1658,1,689,5,0
1659,1,648,6,0
1660,1,523,7,0
1661,1,809,5,0
1662,1,962,7,0
1663,1,862,4,0
1664,0,229,7,0
1665,1,194,4,0
1666,0,443,3,0
1667,1,496,7,0
1668,0,327,9,0
1669,1,238,7,0
1670,1,667,2,1
1671,1,352,5,0
1672,1,280,8,1
1673,1,857,1,0
1674,1,391,4,0
1675,0,639,9,0
1676,1,787,1,0
1677,0,298,4,0
1678,1,877,7,0
1679,1,238,5,0
1680,1,124,8,0
1681,1,792,2,0
1682,1,118,8,0
1683,1,181,10,0
1684,1,756,5,0
1685,1,504,2,1
1686,0,554,9,0
1687,1,647,7,0
1688,1,806,5,0
1689,1,123,7,0
1690,1,827,1,0
1691,1,125,3,0
1692,1,230,7,1
1693,1,711,4,0
1694,1,108,7,0
1695,1,712,8,0
1696,1,753,9,0
1697,0,524,1,1
1698,1,762,10,0
1699,1,501,7,0
1700,1,158,8,0
1701,1,875,10,0
1702,1,231,3,0
1703,1,726,8,0
1704,1,699,8,0
1705,1,535,8,0
1706,1,706,8,0
1707,0,355,10,0
1708,0,611,8,0
1709,1,551,5,0
1710,1,439,9,0
1711,1,801,6,0
1712,1,179,7,0
1713,1,578,7,0
1714,1,769,5,1
1715,1,327,9,1
1716,1,139,3,0
1717,1,186,2,0
1718,1,382,9,0
1719,1,477,2,0
1720,1,578,3,1
1721,1,321,3,0
1722,1,867,8,0
1723,0,182,10,0
1724,1,499,6,0
1725,1,164,9,0
1726,0,990,7,0
1727,1,224,4,0
1728,1,782,1,0
1729,1,254,9,1
1730,1,485,8,0
1731,1,852,5,0
1732,0,989,7,1
1733,1,287,3,0
1734,1,930,4,0
1735,1,674,6,0
1736,1,108,8,0
1737,1,994,1,0
1738,1,343,10,0
1739,1,969,10,0
1740,1,432,7,0
1741,1,182,3,0
1742,1,743,6,0
1743,1,390,9,0
1744,1,156,6,0
1745,1,143,5,0
1746,0,374,2,0
1747,1,524,5,0
1748,1,121,10,0
1749,1,562,3,0
1750,1,826,1,0
1751,1,527,8,0
1752,1,789,7,0
1753,1,609,10,0
1754,1,147,8,0
1755,1,912,3,0
1756,1,554,3,0
1757,1,513,7,0
1758,1,964,7,1
1759,1,184,9,0
1760,1,125,8,0
1761,1,785,1,0
1762,1,967,4,0
1763,1,479,10,0
1764,1,150,9,0
1765,1,608,4,0
1766,1,254,7,0
1767,1,870,2,0
1768,1,329,3,0
1769,1,572,10,1
1770,1,859,2,0
1771,1,341,4,0
1772,0,837,10,0
1773,1,153,2,0
1774,1,121,6,0
1775,1,984,5,0
1776,1,731,3,0
1777,0,449,4,0
1778,0,960,7,0
1779,1,192,6,0
1780,1,651,6,0
1781,1,999,7,0
1782,1,819,3,0
1783,1,163,3,1
1784,1,384,2,0
1785,1,118,8,1
1786,1,369,1,0
1787,1,597,4,0
1788,1,863,10,0
1789,1,612,8,0
1790,1,487,7,1
1791,0,282,7,0
1792,1,671,2,0
1793,1,977,5,0
1794,1,389,6,0
1795,0,209,3,0
1796,1,817,8,0
1797,1,668,5,0
1798,1,337,2,0
1799,1,172,6,0
1800,1,527,5,0
1801,1,491,1,1
1802,1,967,3,1
1803,1,479,2,0
1804,1,454,7,0
1805,1,681,3,0
1806,0,296,5,0
1807,1,891,7,0
1808,1,675,2,0
1809,1,945,5,0
1810,1,933,2,0
1811,1,670,2,0
1812,1,665,8,0
1813,1,428,9,0
1814,0,986,6,0
1815,1,354,10,0
1816,1,890,2,0
1817,1,432,8,0
1818,1,670,9,0
1819,1,718,2,0
1820,1,766,1,0
1821,0,868,5,0
1822,1,303,6,1
1823,1,633,7,0
1824,1,440,1,0
1825,0,443,7,0
1826,1,855,4,0
1827,1,521,5,0
1828,0,377,9,0
1829,1,546,4,0
1830,0,588,5,0
1831,1,139,2,0
1832,1,559,6,0
1833,1,659,2,0
1834,1,869,5,0
1835,1,552,5,1
1836,1,981,7,0
1837,1,733,5,0
1838,0,283,3,0
1839,1,348,10,0
1840,1,916,10,0
1841,1,787,5,0
1842,1,671,9,0
1843,0,267,8,0
1844,1,744,6,0
1845,1,353,4,0
1846,0,617,10,0
1847,1,392,2,0
1848,1,279,6,0
1849,1,898,7,0
1850,1,371,5,1
1851,1,597,5,0
1852,1,638,5,0
1853,1,125,2,0
1854,0,289,9,0
1855,1,838,8,0
1856,1,577,4,0
1857,1,507,1,0
1858,1,817,7,0
1859,1,783,3,0
1860,1,855,6,0
1861,1,673,7,0
1862,1,975,2,0
1863,1,699,4,0
1864,1,320,1,0
1865,1,946,2,0
1866,1,686,7,0
1867,1,646,6,0
1868,1,556,5,0
1869,0,236,9,0
1870,1,535,3,0
1871,1,886,3,0
1872,1,248,6,0
1873,1,446,6,0
1874,1,949,1,0
1875,1,593,4,0
1876,1,155,9,0
1877,1,201,3,0
1878,1,760,2,0
1879,1,126,2,0
1880,1,775,8,0
1881,1,770,7,0
1882,1,395,2,0
1883,0,598,7,0
1884,1,471,4,0
1885,1,829,8,0
1886,1,370,1,0
1887,1,706,6,0
1888,1,425,8,0
1889,1,661,3,0
1890,1,188,3,0
1891,1,336,4,0
1892,0,307,7,0
1893,1,758,4,1
1894,1,614,10,0
1895,1,378,1,0
1896,1,261,5,0
1897,1,733,8,0
1898,1,483,3,0
1899,1,838,2,0
1900,1,543,7,0
1901,1,529,3,1
1902,1,623,2,0
1903,1,273,7,0
1904,1,163,7,0
1905,1,191,6,1
1906,1,797,1,0
1907,0,683,1,0
1908,1,577,8,0
1909,1,855,3,0
1910,1,508,5,0
1911,1,969,4,0
1912,1,845,6,0
1913,1,533,4,0
1914,0,183,5,0
1915,1,598,8,0
1916,0,552,9,0
1917,1,557,6,0
1918,1,335,8,0
1919,1,716,7,0
1920,1,437,4,0
1921,0,456,10,0
1922,1,589,10,0
1923,1,198,4,0
1924,1,221,6,0
1925,1,101,8,0
1926,1,684,4,0
1927,0,943,7,0
1928,0,721,4,0
1929,1,880,10,0
1930,1,256,1,0
1931,1,552,9,0
1932,1,975,2,0
1933,1,840,4,0
1934,1,202,1,0
1935,1,408,4,0
1936,1,240,10,0
1937,1,274,9,1
1938,1,973,1,0
1939,1,871,2,0
1940,1,440,5,0
1941,1,305,5,0
1942,1,749,10,0
1943,1,660,3,1
1944,1,101,5,0
1945,1,779,10,1
1946,0,102,10,0
1947,1,891,4,0
1948,1,670,2,1
1949,1,294,4,0
1950,1,518,2,0
1951,0,706,1,0
1952,1,941,1,0
1953,1,261,8,0
1954,1,912,5,1
1955,1,613,2,0
1956,1,415,4,0
1957,1,914,10,0
1958,1,740,5,1
1959,1,298,6,0
1960,1,722,8,0
1961,1,714,4,0
1962,1,712,5,0
1963,1,182,2,0
1964,1,875,9,0
1965,1,231,8,0
1966,1,326,7,0
1967,1,585,4,0
1968,0,112,4,0
1969,1,927,6,0
1970,1,705,5,0
1971,1,685,6,0
1972,1,318,4,0
1973,1,420,7,0
1974,1,237,6,0
1975,1,842,5,0
1976,1,492,4,0
1977,1,427,1,1
1978,1,979,8,0
1979,1,372,10,1
1980,1,587,4,0
1981,1,616,6,0
1982,1,215,5,0
1983,1,614,4,0
1984,1,481,8,0
1985,1,444,2,0
1986,1,109,3,0
1987,1,233,7,0
1988,0,172,5,1
1989,1,621,5,0
1990,1,677,9,0
1991,1,618,6,0
1992,1,727,4,0
1993,1,568,6,0
1994,1,543,6,0
1995,1,404,8,0
1996,1,413,2,1
1997,1,922,10,0
1998,0,557,1,0
1999,1,691,2,0
2000,0,348,5,0
2001,1,113,9,0
2002,1,424,1,0
2003,1,758,9,0
2004,1,941,8,0
2005,1,702,6,0
2006,1,627,5,0
2007,1,876,2,1
2008,0,664,7,0
2009,1,712,1,0
2010,1,925,8,0
2011,0,828,7,0
2012,1,570,9,0
2013,1,242,9,0
2014,0,952,8,0
2015,1,594,9,0
2016,1,552,4,0
2017,1,952,4,0
2018,0,178,1,0
2019,1,414,1,0
2020,1,198,9,0
2021,1,897,10,0
2022,1,249,10,0
2023,1,847,3,0
2024,1,515,4,0
2025,1,484,1,1
2026,1,693,8,0
2027,1,694,2,0
2028,1,532,2,0
2029,1,394,6,0
2030,1,702,1,0
2031,1,193,6,0
2032,1,449,4,0
2033,1,241,1,0
2034,1,218,9,1
2035,1,868,10,1
2036,1,162,4,0
2037,1,549,5,0
2038,1,125,8,0
2039,1,502,8,0
2040,1,933,7,0
2041,1,431,9,0
2042,1,174,8,0
2043,1,515,3,0
2044,1,398,2,1
2045,1,676,5,1
2046,1,539,8,0
2047,1,455,5,0
2048,1,493,5,0
2049,0,823,4,0
2050,1,888,8,0
2051,1,283,6,0
2052,1,125,10,0
2053,0,293,1,0
2054,1,670,7,0
2055,1,594,5,0
2056,1,962,3,1
2057,1,715,10,0
2058,1,416,9,0
2059,1,884,7,0
2060,1,346,7,0
2061,1,348,7,0
2062,0,266,9,0
2063,0,586,1,0
2064,1,741,2,0
2065,1,297,10,0
2066,1,171,9,0
2067,1,541,7,0
2068,1,931,9,0
2069,0,626,2,0
2070,1,478,9,0
2071,1,512,2,0
2072,1,332,9,0
2073,1,381,3,0
2074,1,842,6,0
2075,1,699,8,0
2076,0,918,2,0
2077,1,589,3,0
2078,0,145,10,0
2079,1,748,5,0
2080,1,137,6,0
2081,1,658,10,0
2082,0,186,2,0
2083,1,252,4,0
2084,1,545,3,0
2085,1,999,3,0
2086,1,593,3,0
2087,1,444,1,0
2088,1,974,9,1
2089,1,433,6,1
2090,1,917,6,0
2091,1,143,3,0
2092,0,665,2,0
2093,1,548,6,0
2094,1,801,8,0
2095,1,642,8,0
2096,1,148,7,0
2097,1,388,4,0
2098,1,433,7,0
2099,1,527,8,0
2100,1,806,10,0
2101,1,835,9,0
2102,1,143,6,0
2103,1,766,10,0
2104,1,488,2,0
2105,1,439,7,0
2106,1,292,8,0
2107,1,486,7,1
2108,1,855,6,0
2109,1,987,8,0
2110,1,520,2,0
2111,0,200,8,0
2112,1,938,7,0
2113,1,258,4,0
2114,1,244,2,0
2115,0,924,9,0
2116,1,341,4,0
2117,1,906,4,0
2118,1,540,4,0
2119,1,246,6,0
2120,1,426,6,0
2121,1,948,6,0
2122,1,823,8,0
2123,1,813,2,0
2124,1,346,5,0
2125,1,754,6,0
2126,1,236,5,0
2127,1,282,2,1
2128,1,999,7,1
2129,1,988,7,0
2130,1,677,2,0
2131,1,116,10,0
2132,0,867,8,0
2133,1,712,4,0
2134,1,294,8,0
2135,1,869,3,0
2136,1,654,8,0
2137,1,407,4,0
2138,0,436,3,0
2139,1,798,2,0
2140,1,680,4,0
2141,0,804,8,0
2142,1,905,8,0
2143,1,922,7,0
2144,1,271,10,0
2145,1,545,9,0
2146,1,647,6,0
2147,1,733,6,0
2148,1,536,6,0
2149,1,652,10,0
2150,1,708,1,0
2151,1,236,6,0
2152,1,966,4,0
2153,1,334,10,0
2154,1,946,1,0
2155,1,419,5,0
2156,1,151,8,0
2157,1,567,10,0
2158,1,714,1,0
2159,1,206,4,0
2160,1,577,8,0
2161,1,922,3,0
2162,1,877,7,0
2163,1,351,6,0
2164,1,276,10,0
2165,1,852,1,0
2166,1,956,2,0
2167,1,821,7,1
2168,1,377,2,0
2169,1,513,10,0
2170,1,205,4,1
2171,1,388,7,0
2172,1,286,6,0
2173,0,912,1,0
2174,1,475,1,0
2175,1,295,6,0
2176,1,305,3,0
2177,1,481,8,0
2178,1,971,10,0
2179,1,709,1,0
2180,1,441,8,0
2181,1,305,2,0
2182,1,484,5,0
2183,1,478,8,0
2184,1,640,6,0
2185,1,405,2,0
2186,1,220,10,0
2187,1,115,1,0
2188,1,272,3,0
2189,0,873,1,0
2190,1,343,5,0
2191,1,448,10,0
2192,1,957,5,0
2193,1,242,10,0
2194,1,988,1,0
2195,1,631,4,1
2196,0,975,4,0
2197,1,737,4,1
2198,1,866,7,0
2199,1,947,7,0
2200,1,594,2,0
2201,1,270,7,0
2202,1,578,1,0
2203,1,342,8,0
2204,1,751,5,0
2205,1,337,9,0
2206,1,321,2,0
2207,1,219,5,0
2208,1,611,2,0
2209,1,638,8,0
2210,1,272,10,0
2211,1,557,8,0
2212,1,907,4,0
2213,1,951,10,0
2214,1,739,7,0
2215,0,343,4,0
2216,1,227,8,0
2217,1,265,9,0
2218,1,433,5,0
2219,0,170,2,0
2220,1,820,9,0
2221,1,198,3,0
2222,1,299,1,0
2223,1,117,2,0
2224,1,288,3,1
2225,1,901,10,0
2226,1,115,9,0
2227,1,753,10,0
2228,1,349,3,0
2229,1,507,2,0
2230,1,446,8,0
2231,1,411,10,0
2232,1,748,8,0
2233,1,372,5,0
2234,1,809,2,0
2235,1,916,4,1
2236,1,646,2,0
2237,1,978,1,0
2238,1,236,4,0
2239,1,401,9,0
2240,1,414,9,0
2241,1,493,8,0
2242,1,119,6,0
2243,1,406,5,0
2244,1,980,2,1
2245,1,839,2,0
2246,1,278,1,0
2247,1,738,1,0
2248,1,835,9,0
2249,1,231,10,1
2250,1,279,6,0
2251,0,860,10,1
2252,0,616,6,0
2253,1,907,7,0
2254,1,811,9,0
2255,1,775,5,0
2256,1,212,2,0
2257,1,655,2,0
2258,1,832,8,1
2259,1,771,9,0
2260,1,696,9,0
2261,1,148,10,0
2262,1,106,9,0
2263,1,743,4,0
2264,1,273,7,0
2265,0,287,9,1
2266,1,353,8,0
2267,1,458,1,0
2268,1,184,5,0
2269,1,652,8,0
2270,1,692,3,0
2271,1,544,4,0
2272,1,368,5,0
2273,1,228,8,0
2274,1,487,3,0
2275,1,281,1,0
2276,1,734,3,0
2277,1,603,6,0
2278,0,952,7,0
2279,1,112,10,0
2280,1,468,7,0
2281,1,873,10,0
2282,1,667,1,0
2283,1,737,10,0
2284,1,803,6,0
2285,1,401,3,0
2286,1,833,8,0
2287,1,690,4,0
2288,1,566,10,0
2289,1,304,10,0
2290,1,442,7,0
2291,1,735,10,0
2292,1,361,7,0
2293,1,437,4,0
2294,1,492,2,1
2295,1,140,1,0
2296,1,473,3,0
2297,1,140,10,0
2298,1,998,10,0
2299,1,612,5,0
2300,0,738,5,0
2301,1,594,3,0
2302,1,590,1,0
2303,1,503,7,0
2304,1,122,10,0
2305,1,439,1,0
2306,1,786,5,0
2307,1,398,3,0
2308,1,198,3,0
2309,1,271,1,0
2310,1,416,2,0
2311,1,225,9,0
2312,1,692,1,0
2313,1,649,2,0
2314,1,952,1,0
2315,1,249,9,0
2316,1,305,10,0
2317,1,348,9,0
2318,1,732,5,0
2319,0,713,10,0
2320,1,989,8,0
2321,1,538,7,0
2322,1,129,9,0
2323,1,395,1,1
2324,1,839,9,0
2325,1,294,9,0
2326,1,916,5,0
2327,1,354,1,1
2328,1,748,2,0
2329,1,214,4,0
2330,1,981,10,0
2331,1,100,6,0
2332,1,311,10,0
2333,0,498,6,0
2334,1,981,10,0
2335,0,942,9,0
2336,1,739,8,0
2337,0,725,6,0
2338,1,967,4,1
2339,1,996,8,0
2340,1,714,4,0
2341,1,339,8,0
2342,1,754,6,0
2343,1,381,5,0
2344,1,310,3,1
2345,1,257,10,0
2346,1,537,5,0
2347,1,661,6,0
2348,1,354,9,0
2349,0,827,5,0
2350,1,865,8,0
2351,1,820,5,0
2352,1,929,10,0
2353,1,912,10,0
2354,1,447,2,0
2355,0,393,5,0
2356,1,484,6,0
2357,1,126,5,0
2358,1,227,9,0
2359,1,520,1,0
2360,1,740,9,1
2361,1,240,8,1
2362,1,366,8,1
2363,1,105,5,0
2364,1,587,3,0
2365,0,603,8,0
2366,1,608,1,0
2367,0,952,3,0
2368,0,803,6,0
2369,1,109,4,0
2370,0,348,3,0
2371,1,273,8,1
2372,1,652,8,0
2373,1,116,8,0
2374,1,612,7,0
2375,1,539,2,0
2376,1,480,1,1
2377,1,253,8,0
2378,1,108,9,0
2379,1,471,6,0
2380,1,235,9,0
2381,1,187,2,0
2382,1,857,6,0
2383,0,322,2,0
2384,1,117,2,0
2385,1,110,1,0
2386,1,661,10,0
2387,1,371,1,0
2388,1,233,2,0
2389,1,232,8,0
2390,1,791,9,0
2391,1,571,9,0
2392,1,177,10,0
2393,1,919,5,0
2394,1,553,4,0
2395,1,482,5,0
2396,1,627,5,0
2397,1,898,9,0
2398,1,702,8,0
2399,0,320,3,0
2400,1,197,9,0
2401,0,105,1,1
2402,0,683,4,0
2403,1,213,10,1
2404,1,928,8,0
2405,1,739,4,0
2406,1,836,8,0
2407,1,487,3,0
2408,1,521,8,0
2409,1,190,3,0
2410,1,198,4,0
2411,1,137,9,0
2412,1,660,8,0
2413,1,332,10,0
2414,1,272,4,0
2415,1,652,8,0
2416,1,426,5,1
2417,1,369,1,0
2418,1,692,6,0
2419,1,554,1,0
2420,0,226,7,0
2421,1,116,6,0
2422,1,318,8,0
2423,1,506,9,0
2424,1,266,3,0
2425,1,107,6,0
2426,0,445,3,0
2427,1,484,6,0
2428,1,311,3,0
2429,1,568,5,0
2430,1,494,9,0
2431,1,596,9,0
2432,1,520,7,0
2433,1,475,10,0
2434,1,803,3,0
2435,1,568,9,0
2436,1,238,1,0
2437,1,283,4,0
2438,1,907,9,0
2439,1,604,3,0
2440,1,262,9,0
2441,1,103,4,1
2442,1,802,8,0
2443,1,735,10,0
2444,1,363,6,0
2445,1,277,2,0
2446,0,322,5,0
2447,1,754,3,0
2448,1,863,4,0
2449,1,373,1,0
2450,1,445,8,0
2451,1,332,6,0
2452,1,650,5,0
2453,1,655,4,0
2454,1,696,3,0
2455,1,164,5,0
2456,1,972,8,0
2457,1,644,9,0
2458,1,600,5,0
2459,1,362,5,0
2460,1,552,3,0
2461,1,985,4,0
2462,1,258,8,0
2463,1,843,5,0
2464,1,296,9,0
2465,1,926,1,0
2466,1,697,1,0
2467,1,294,1,0
2468,1,197,9,1
2469,1,807,9,0
2470,1,950,7,0
2471,1,967,6,0
2472,1,190,10,0
2473,1,495,2,0
2474,0,283,10,0
2475,0,446,10,0
2476,1,449,7,0
2477,1,963,8,0
2478,1,224,4,0
2479,1,967,1,0
2480,1,425,6,0
2481,1,616,3,1
2482,1,788,2,0
2483,1,450,10,0
2484,1,371,8,0
2485,1,776,7,0
2486,1,568,4,0
2487,1,756,6,1
2488,1,181,7,0
2489,1,978,4,1
2490,1,300,3,0
2491,1,767,9,0
2492,1,370,3,0
2493,1,770,10,0
2494,1,566,10,0
2495,1,953,1,1
2496,1,712,2,0
2497,1,524,5,0
2498,0,751,3,1
2499,1,192,10,0
2500,1,918,7,0
2501,1,936,9,0
2502,1,860,1,0
2503,1,747,2,0
2504,1,425,3,0
2505,1,779,5,0
2506,0,270,5,0
2507,1,984,3,0
2508,1,878,10,1
2509,1,937,6,1
2510,1,805,4,1
2511,1,564,9,0
2512,1,275,4,0
2513,1,438,1,0
2514,1,662,10,0
2515,1,556,6,0
2516,0,805,7,0
2517,1,538,2,0
2518,1,139,4,0
2519,1,527,5,0
2520,1,820,1,0
2521,1,542,8,1
2522,1,246,4,0
2523,1,145,4,0
2524,1,184,2,0
2525,1,856,10,0
2526,1,467,10,0
2527,1,988,2,0
2528,1,262,9,0
2529,1,677,10,0
2530,1,611,4,0
2531,0,526,9,0
2532,1,724,3,1
2533,1,966,4,0
2534,1,616,1,0
2535,1,350,1,0
2536,1,723,2,0
2537,0,988,8,0
2538,0,630,6,0
2539,1,243,1,0
2540,1,959,1,0
2541,1,154,6,0
2542,0,360,3,0
2543,1,546,8,0
2544,1,167,3,0
2545,1,758,10,1
2546,1,721,10,0
2547,1,892,3,0
2548,1,236,6,0
2549,1,818,1,0
2550,1,336,4,0
2551,1,200,8,1
2552,1,556,9,0
2553,1,424,9,0
2554,1,833,4,1
2555,1,421,9,0
2556,1,317,9,0
2557,1,166,5,0
2558,1,773,9,0
2559,1,661,4,1
2560,1,555,2,0
2561,1,925,8,0
2562,1,509,10,0
2563,1,871,5,0
2564,1,710,1,0
2565,1,502,4,0
2566,1,842,3,1
2567,1,412,9,0
2568,1,684,3,0
2569,1,285,10,0
2570,1,475,6,0
2571,1,283,7,0
2572,1,985,1,0
2573,0,693,10,0
2574,1,538,10,0
2575,1,452,2,0
2576,1,887,10,0
2577,0,900,9,0
2578,0,218,1,0
2579,1,178,6,0
2580,1,273,9,1
2581,1,535,4,0
2582,1,310,5,1
2583,1,371,7,0
2584,1,720,9,1
2585,1,888,6,0
2586,1,561,8,0
2587,1,807,7,0
2588,1,282,9,0
2589,1,847,5,0
2590,1,956,6,0
2591,0,582,3,0
2592,1,336,5,0
2593,1,407,7,0
2594,0,604,1,0
2595,0,245,4,0
2596,1,109,10,0
2597,1,931,5,0
2598,1,399,1,0
2599,1,206,4,0
2600,0,690,3,0
2601,1,913,7,0
2602,1,503,5,0
2603,1,605,4,1
2604,1,918,3,0
2605,0,883,9,0
2606,1,481,9,0
2607,1,114,8,0
2608,0,372,5,0
2609,1,753,4,0
2610,1,262,4,0
2611,0,754,6,0
2612,1,161,5,0
2613,1,566,6,0
2614,1,920,6,0
2615,1,549,5,0
2616,1,298,7,0
2617,1,535,4,0
2618,1,574,4,0
2619,1,173,5,0
2620,1,813,3,0
2621,1,814,9,0
2622,1,154,1,0
2623,0,735,5,0
2624,1,933,8,0
2625,1,906,9,0
2626,1,651,5,0
2627,1,257,1,0
2628,1,119,2,0
